画面外時間
1721027,109
1821001,202
1821002,1007
1821004,31
1821005,25
1821006,1814
1821007,70
1821009,18
1821012,109
1821014,662
1821015,3290
1821016,974
1821020,1997
1821021,810
1821026,179
1821028,49
1821029,2607
1821032,318
1821033,828
1821034,2768
1821035,0
1821039,2379
1821040,0
1821045,276
1821054,2382
1821055,0
1821058,501
1821061,102
1821063,2192
1821066,134
1821068,75
1821071,56
1821072,2200
1821074,544
1821075,1719
1821076,0
1821077,105
1821078,675
1821079,256
1821080,260
1821081,489
1821084,311
1821085,3609
1821086,3431
1821087,159
1821088,71
1821090,401
1821093,975
1821096,465
1821097,1420
1821098,218
1821099,95
1821101,436
1821102,225
1821104,15
1821106,2985
1821107,334
1821108,127
1821110,977
1821111,873
1821119,163
1821120,1910
1821121,23
1821122,640
1821123,1039
1821127,287
1821129,0
1821130,1314
1821131,1
1821132,145
1821133,435
1821134,60
1821136,142
1821137,517
1821138,128
1821139,1298
1821140,0
1821141,1623
1821142,410
1821143,2167
1821144,73
1821145,176
1821147,289
1821148,131
1821150,668
1821152,508
1821154,2511
1821156,21
1821158,16
1821159,102
1821160,1317
1821162,7
1821163,2372
1821166,15
7699990,3204
