操作数
06:00,06:01,06:02,06:03,06:04,06:05,06:06,06:07,06:08,06:09,06:10,06:11,06:12,06:13,06:14,06:15,06:16,06:17,06:18,06:19,06:20,06:21,06:22,06:23,06:24,06:25,06:26,06:27,06:28,06:29,06:30,06:31,06:32,06:33,06:34,06:35,06:36,06:37,06:38,06:39,06:40,06:41,06:42,06:43,06:44,06:45,06:46,06:47,06:48,06:49,06:50,06:51,06:52,06:53,06:54,06:55,06:56,06:57,06:58,06:59,07:00,07:01,07:02,07:03,07:04,07:05,07:06,07:07,07:08,07:09,07:10,07:11,07:12,07:13,07:14,07:15,07:16,07:17,07:18,07:19,07:20,07:21,07:22,07:23,07:24,07:25,07:26,07:27,07:28,07:29,07:30,
1821108,2,0,0,0,0,4,0,0,0,1,3,0,3,0,9,4,1,2,4,0,0,4,3,7,5,6,4,12,2,6,7,10,3,6,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,5,1,4,2,0,3,2,0,0,0,2,4,17,13,6,6,11,5,4,7,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,欠,欠,
1821111,欠,欠,欠,欠,欠,欠,3,7,8,3,8,7,0,0,4,2,0,4,1,0,1,0,1,0,3,6,0,0,7,3,2,0,0,0,0,0,0,1,3,1,0,0,0,4,6,0,0,0,0,0,0,4,4,2,欠,5,1,0,0,0,0,2,0,4,0,0,4,2,0,6,4,11,8,8,6,0,0,0,0,0,0,0,0,4,0,0,4,0,0,欠,欠,
1821119,0,0,0,1,0,2,2,0,0,0,0,0,9,8,5,0,0,6,0,0,0,1,0,0,0,0,0,8,6,5,4,0,0,0,1,0,0,2,12,0,0,0,2,3,2,0,0,3,0,0,1,3,2,7,1,0,0,0,1,0,0,0,2,5,0,0,5,0,0,0,0,2,14,3,4,0,1,1,0,1,8,4,8,0,5,3,0,5,欠,欠,欠,
1821120,0,0,0,0,4,22,3,0,2,4,0,0,6,0,4,5,2,4,4,0,0,0,0,0,6,1,0,4,6,4,1,1,0,0,2,0,0,0,6,0,0,0,0,5,0,0,0,0,2,2,1,0,5,4,2,2,2,2,0,2,0,1,0,6,1,2,1,4,3,0,10,3,40,23,5,0,1,10,8,7,6,0,4,12,5,2,2,1,欠,欠,欠,
1821121,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,4,4,0,4,3,3,2,1,1,1,0,2,0,0,0,1,1,6,5,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,欠,2,0,5,0,0,0,0,4,4,4,2,0,2,0,2,欠,2,欠,欠,欠,欠,
1821122,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,16,8,0,3,2,1,0,7,0,0,0,0,0,3,2,0,3,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,11,9,12,3,0,2,1,6,5,1,5,0,0,0,0,0,0,0,0,6,3,0,6,0,4,0,0,0,2,5,4,0,0,0,1,0,0,0,5,0,0,0,0,2,5,欠,欠,
1821123,0,0,0,0,0,0,3,0,0,0,3,3,0,0,5,0,0,5,1,0,0,0,0,0,4,0,0,4,5,0,1,1,0,1,0,1,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,2,2,3,0,0,2,0,0,1,0,0,0,6,0,0,0,0,4,10,0,0,4,0,3,0,0,3,2,0,0,0,3,1,0,2,欠,1,1,0,欠,
1821127,0,0,0,0,0,0,1,2,0,3,4,1,0,0,0,5,0,2,4,0,0,0,0,0,0,3,1,0,8,1,1,1,1,0,0,1,1,0,0,2,4,1,0,0,4,0,0,0,0,0,5,3,3,5,2,5,0,0,0,1,1,0,0,4,3,0,4,0,2,0,0,0,4,0,3,6,8,7,4,2,1,7,8,0,1,3,0,0,欠,欠,欠,
1821130,欠,欠,欠,欠,0,0,2,0,0,4,2,4,0,1,5,0,0,6,0,0,0,0,0,0,4,0,0,5,4,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,3,0,0,2,2,3,1,3,0,0,1,0,0,0,0,5,0,2,2,0,2,1,0,0,3,0,3,0,1,0,0,0,2,5,4,0,0,3,欠,欠,欠,欠,欠,
1821131,0,0,0,0,0,0,4,0,2,2,0,3,0,0,4,1,0,7,0,0,0,0,0,0,4,0,0,3,5,1,1,1,0,0,0,0,4,0,0,0,1,0,0,4,3,0,0,0,0,0,2,3,2,4,0,2,2,1,1,2,1,10,9,0,0,3,0,0,4,0,0,0,5,0,0,5,1,5,1,0,0,0,4,2,0,3,4,0,欠,欠,欠,
1821132,0,0,0,0,20,16,0,3,18,0,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,6,3,2,5,2,3,2,5,5,0,1,0,1,0,1,2,3,1,3,1,0,0,欠,4,0,4,2,1,2,1,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,2,1,0,4,欠,欠,欠,欠,
1821133,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,3,0,1,5,0,0,0,0,0,2,6,1,1,6,0,2,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,1,2,3,1,1,1,2,0,0,0,0,0,4,2,0,5,0,1,1,0,0,4,0,0,3,0,0,0,0,0,0,2,5,0,3,7,欠,欠,欠,欠,
1821134,欠,0,0,0,0,0,0,4,1,3,1,3,0,0,4,2,0,2,4,0,0,0,0,0,0,4,0,3,6,0,1,2,0,0,2,0,0,1,2,0,0,0,0,3,1,0,3,0,1,0,1,0,3,1,0,3,1,0,0,1,0,2,0,2,1,1,3,0,2,0,0,1,4,0,6,3,4,3,2,0,0,0,0,6,0,3,1,1,0,欠,欠,
1821136,欠,欠,0,0,16,0,3,1,0,3,0,4,2,0,2,3,0,7,3,0,0,0,0,0,5,1,0,2,6,3,3,0,1,0,1,0,4,0,1,0,0,0,1,6,11,0,0,0,0,0,0,1,2,3,2,7,5,3,2,1,1,0,1,4,1,3,2,1,3,1,1,0,4,0,3,5,0,0,0,0,0,0,3,2,0,3,6,0,欠,欠,欠,
1821137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,4,4,0,12,4,13,1,4,1,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,2,0,2,5,1,0,0,0,0,5,0,0,0,3,5,2,2,4,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,4,1,3,1,1,0,欠,
1821138,欠,欠,欠,欠,欠,欠,欠,欠,14,0,0,5,2,0,0,3,9,6,0,0,2,3,0,0,0,0,0,0,0,0,0,3,7,1,2,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,1,0,0,1,1,14,4,7,1,0,0,0,8,4,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,欠,欠,欠,欠,欠,欠,欠,欠,
1821139,欠,欠,欠,欠,欠,欠,欠,3,3,3,0,4,1,1,2,0,1,0,0,0,0,0,0,0,0,13,12,7,0,0,4,4,9,10,0,1,1,2,2,0,1,0,0,1,0,0,0,0,2,4,5,5,3,4,7,1,2,3,4,5,1,1,0,1,0,0,3,1,0,2,0,1,2,0,0,3,6,4,5,7,5,8,0,0,0,2,0,0,1,欠,欠,
1821140,欠,欠,欠,欠,欠,14,13,11,5,8,17,6,6,5,8,6,1,5,0,3,0,0,2,3,2,14,1,0,8,0,6,4,5,0,1,0,3,5,7,3,4,6,0,0,0,0,12,4,4,0,5,9,0,10,13,18,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,3,2,0,0,欠,欠,欠,欠,
1821141,1,0,2,1,0,0,0,3,3,0,0,9,1,0,1,1,欠,欠,0,欠,1,0,1,2,3,5,4,欠,8,7,5,1,6,1,0,0,0,4,7,8,0,0,0,4,1,0,0,0,0,0,2,0,0,1,5,3,1,欠,1,1,4,4,2,0,欠,2,1,0,0,0,0,0,4,0,1,12,7,2,0,2,3,9,4,2,0,9,欠,欠,欠,欠,欠,
1821142,欠,欠,欠,欠,欠,1,1,0,8,3,4,2,1,0,4,2,0,4,2,0,0,0,0,1,4,0,0,9,2,2,1,0,1,1,0,1,3,0,0,0,0,0,0,7,0,0,0,0,1,0,1,3,4,1,0,0,0,0,1,0,1,2,3,1,0,5,0,0,2,1,0,1,3,0,3,1,2,5,2,0,0,0,5,0,2,2,4,0,1,0,欠,
1821145,欠,欠,欠,欠,欠,欠,欠,4,0,5,0,3,0,0,3,5,0,2,6,0,0,0,0,4,0,0,0,2,7,8,9,9,3,1,1,0,0,1,0,0,0,0,1,9,1,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,3,0,0,2,4,0,5,0,0,5,0,0,2,6,0,6,0,0,0,1,0,0,2,6,0,4,1,5,欠,欠,欠,
1821147,欠,欠,欠,0,0,0,1,4,3,3,0,3,0,2,7,0,0,2,1,0,0,0,0,2,0,0,5,欠,1,2,1,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,2,0,1,4,4,4,4,9,3,0,2,0,1,6,0,0,2,0,2,0,4,0,3,1,1,0,5,6,0,3,4,18,10,2,0,4,3,欠,欠,1,3,欠,
1821148,0,0,0,0,1,11,0,2,0,2,7,3,0,0,欠,欠,1,5,2,0,0,0,1,1,3,0,0,4,6,欠,欠,2,0,0,欠,1,0,1,2,0,0,1,0,4,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,
1821150,欠,欠,欠,欠,欠,欠,欠,2,1,3,0,1,1,1,3,2,0,5,2,0,0,0,0,0,4,1,0,4,6,0,0,2,0,0,2,0,0,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,2,1,1,0,3,3,4,2,0,0,欠,7,2,3,9,1,2,1,1,0,4,3,0,3,1,1,0,0,0,0,1,6,1,2,6,欠,欠,欠,欠,
1821152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,欠,欠,
1821154,欠,欠,欠,欠,欠,欠,欠,4,0,4,0,5,0,0,5,1,1,2,4,0,0,0,0,0,3,1,0,0,0,8,5,1,0,0,1,0,4,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,5,2,1,0,0,0,0,1,2,1,2,1,1,2,2,0,2,0,0,1,3,0,5,0,0,0,0,0,0,0,4,0,0,4,1,4,1,欠,欠,
1821155,欠,欠,欠,欠,欠,1,1,3,2,4,0,5,2,0,6,0,0,6,1,0,0,1,0,0,5,0,0,12,7,2,2,0,1,1,2,0,0,3,6,0,2,0,0,0,5,0,0,0,5,4,0,1,1,2,4,9,4,0,2,0,1,3,1,4,0,9,0,0,0,1,0,0,4,10,5,2,2,0,0,0,0,0,4,5,2,1,2,1,欠,欠,欠,
1821158,欠,欠,欠,欠,欠,欠,欠,欠,2,1,0,0,3,0,1,2,0,1,2,1,0,0,0,0,1,1,0,1,2,2,4,3,4,1,0,2,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,欠,欠,欠,欠,欠,欠,欠,3,0,3,0,1,1,5,3,2,3,4,0,欠,0,1,1,0,0,0,0,0,0,1,0,3,1,0,5,4,欠,欠,欠,
1821159,欠,欠,欠,欠,2,0,3,0,6,1,2,16,0,0,6,1,1,7,0,0,0,0,0,0,4,1,0,8,2,0,欠,6,0,0,4,0,5,3,0,0,0,0,0,5,0,0,0,0,1,7,3,4,8,3,2,0,0,3,6,3,0,0,2,2,0,0,6,0,3,0,0,0,11,0,1,3,3,5,2,0,0,0,5,0,0,4,13,3,欠,欠,欠,
1821160,0,0,0,0,0,4,2,0,0,4,0,6,1,0,6,3,0,5,6,0,0,0,9,0,6,1,0,2,10,1,2,1,0,0,1,3,6,1,0,0,0,0,0,7,0,2,2,0,0,0,0,6,3,6,1,0,0,1,0,1,0,2,0,3,0,1,5,0,2,0,0,0,18,13,14,2,0,0,0,0,3,5,5,0,1,4,0,0,欠,欠,欠,
1821162,0,0,0,0,3,欠,0,8,4,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,4,3,0,0,0,2,0,1,1,5,0,0,0,0,0,0,0,2,2,1,0,1,0,0,3,0,0,0,2,0,2,0,2,0,0,0,1,0,0,1,7,4,0,0,0,0,3,1,0,1,1,0,0,欠,欠,
1821163,欠,欠,欠,欠,欠,0,0,1,2,0,1,1,0,0,2,0,0,1,欠,0,0,0,0,0,1,1,0,1,1,0,4,欠,0,0,2,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,1,0,0,0,1,2,4,0,0,0,0,0,0,4,3,1,1,0,0,0,0,5,3,2,0,0,0,0,0,1,7,5,5,3,0,欠,欠,欠,欠,欠,
1821166,欠,欠,欠,欠,欠,欠,欠,欠,6,3,欠,欠,14,0,0,欠,3,1,1,2,5,0,0,0,0,1,0,1,欠,4,0,0,2,0,欠,欠,欠,15,5,3,0,0,0,3,6,18,8,12,0,0,0,欠,3,5,5,3,0,0,6,0,2,1,2,0,0,11,2,3,5,7,8,3,1,11,4,9,4,1,0,14,1,0,2,2,0,欠,欠,欠,欠,欠,欠,
7699990,欠,欠,欠,2,10,1,0,1,0,1,0,欠,5,1,0,0,2,3,0,3,18,1,0,1,0,1,1,1,0,1,0,0,1,1,2,0,0,1,0,0,3,0,0,0,0,1,1,2,0,1,0,11,1,0,2,2,1,1,3,1,1,1,0,1,1,1,0,1,1,2,2,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,欠,
999998,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,
