操作数
06:00,06:01,06:02,06:03,06:04,06:05,06:06,06:07,06:08,06:09,06:10,06:11,06:12,06:13,06:14,06:15,06:16,06:17,06:18,06:19,06:20,06:21,06:22,06:23,06:24,06:25,06:26,06:27,06:28,06:29,06:30,06:31,06:32,06:33,06:34,06:35,06:36,06:37,06:38,06:39,06:40,06:41,06:42,06:43,06:44,06:45,06:46,06:47,06:48,06:49,06:50,06:51,06:52,06:53,06:54,06:55,06:56,06:57,06:58,06:59,07:00,07:01,07:02,07:03,07:04,07:05,07:06,07:07,07:08,07:09,07:10,07:11,07:12,07:13,07:14,07:15,07:16,07:17,07:18,07:19,07:20,07:21,07:22,07:23,07:24,07:25,07:26,07:27,07:28,07:29,07:30,
1821107,欠,欠,0,欠,1,0,0,4,2,39,114,2,77,1,0,6,24,138,0,0,113,0,0,44,75,120,108,欠,27,7,90,60,0,1,0,61,74,0,9,0,0,0,0,0,41,9,34,12,101,20,162,99,109,2,欠,37,41,13,1,7,88,0,77,31,129,34,8,10,0,118,6,126,14,195,112,2,61,142,173,97,40,72,127,15,12,51,0,1,0,欠,欠,
1821108,0,0,0,1,0,0,0,0,0,0,4,33,1,0,1,0,0,1,1,0,2,1,0,1,0,1,0,4,1,1,29,77,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,31,0,0,17,0,0,4,5,15,0,5,32,47,0,0,1,1,18,11,59,79,70,0,欠,欠,
1821111,欠,欠,欠,欠,105,47,0,0,0,17,69,0,18,19,0,0,0,119,16,0,95,110,81,72,44,45,23,0,92,72,0,欠,0,0,6,52,136,113,130,121,122,53,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,25,0,106,68,62,49,71,44,23,76,48,35,38,165,欠,133,60,133,101,86,98,62,41,0,0,0,94,29,0,0,欠,欠,
1821119,1,0,0,0,0,0,0,2,0,163,0,1,79,0,5,1,102,79,0,0,166,0,0,2,79,74,64,37,22,0,0,211,1,0,0,0,0,0,0,0,59,欠,91,0,51,2,54,0,89,0,56,1,0,0,0,0,0,0,141,90,0,174,85,19,90,0,0,19,0,68,46,78,0,0,76,187,37,125,41,72,93,48,104,135,22,62,6,1,3,欠,欠,
1821120,欠,欠,欠,欠,欠,欠,6,5,0,72,100,16,61,12,0,0,46,34,86,0,113,8,0,56,83,112,31,104,90,9,70,38,13,0,1,97,23,9,2,1,1,0,3,6,55,11,109,49,24,28,110,55,49,88,26,74,88,22,0,1,72,37,68,47,19,57,17,15,1,116,81,90,50,128,119,6,101,66,21,6,0,63,131,113,130,89,78,0,0,欠,欠,
1821121,0,1,0,1,0,0,0,7,2,127,0,15,50,3,0,0,149,0,0,9,78,0,1,109,147,58,58,31,16,2,106,0,1,6,19,111,0,0,3,0,1,0,1,32,0,44,0,73,2,97,126,113,0,0,0,0,0,0,0,0,148,55,47,47,50,0,21,0,2,86,17,38,130,235,0,7,104,2,1,0,1,87,184,134,44,25,16,28,欠,欠,欠,
1821122,欠,欠,欠,欠,欠,3,0,0,7,56,101,0,0,0,0,0,3,64,10,123,104,100,2,0,0,0,0,0,99,40,0,60,45,0,0,24,157,29,0,0,0,0,0,7,0,0,0,0,0,0,53,104,88,101,20,18,56,40,0,0,0,0,欠,欠,42,92,87,0,59,70,42,67,0,108,175,16,78,36,0,0,0,0,3,0,2,154,欠,欠,欠,欠,欠,
1821123,0,0,0,0,0,0,0,0,1,123,1,73,15,0,0,1,121,13,17,89,59,2,0,0,12,22,21,82,0,23,82,3,0,2,10,117,9,0,2,0,0,0,0,36,3,37,1,46,1,34,63,94,33,0,0,0,0,0,0,0,0,78,68,115,104,0,24,2,41,31,106,1,106,122,22,27,64,0,0,0,0,64,94,71,25,56,22,9,0,欠,欠,
1821127,0,0,0,0,0,0,欠,22,0,2,138,0,65,52,0,0,44,115,0,51,77,0,0,0,2,0,0,101,58,0,184,4,2,0,16,134,40,0,0,0,0,1,9,3,35,0,38,64,3,51,76,欠,0,0,0,0,0,100,270,120,183,163,166,0,113,0,16,0,2,83,0,74,3,178,100,0,65,40,0,0,0,0,0,4,83,120,46,0,欠,欠,欠,
1821129,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,81,86,98,91,86,98,欠,93,87,31,59,103,55,0,0,0,0,0,0,0,0,0,3,93,59,106,0,10,86,72,27,13,1,39,53,53,22,0,0,9,96,75,106,78,85,45,0,0,0,0,91,欠,欠,欠,欠,欠,
1821130,欠,0,5,0,0,0,0,0,0,55,57,0,42,0,0,0,57,78,0,0,48,32,1,0,0,17,64,59,22,0,0,102,1,0,0,68,89,2,3,0,2,0,0,0,23,0,44,20,30,27,71,41,88,66,81,0,0,1,0,0,59,3,30,52,55,0,欠,34,0,69,0,50,1,94,103,13,26,65,6,23,11,10,57,81,75,85,37,0,0,欠,欠,
1821131,欠,欠,欠,欠,欠,欠,欠,欠,83,65,115,1,78,104,75,0,0,2,5,106,120,91,0,0,53,93,28,0,0,0,84,46,2,0,0,0,17,134,106,113,81,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,77,63,56,1,119,98,14,0,77,21,25,2,142,11,86,15,185,160,0,51,39,23,2,0,0,0,0,0,0,40,157,43,欠,欠,
1821132,0,0,2,0,0,0,0,1,0,112,1,49,53,0,0,12,143,0,8,9,141,6,6,0,0,0,0,130,11,72,51,0,1,0,22,109,0,0,0,0,0,0,0,0,50,70,0,65,25,112,149,47,0,0,0,0,0,0,0,0,197,131,0,59,25,0,17,0,135,0,64,0,256,27,0,0,96,0,9,1,59,117,154,134,69,34,6,0,欠,欠,欠,
1821133,欠,欠,欠,欠,欠,欠,37,0,0,93,25,0,57,0,0,0,74,53,0,0,111,0,0,0,0,0,0,92,41,0,110,79,0,0,5,68,24,0,0,0,0,0,0,24,13,0,46,27,94,103,30,60,21,0,0,0,0,105,6,0,78,0,45,44,102,0,14,0,37,47,0,80,103,146,29,0,欠,147,80,76,95,77,18,0,0,26,7,欠,欠,欠,欠,
1821134,欠,欠,3,0,5,0,9,2,0,81,42,12,51,0,0,0,72,67,0,36,75,1,0,0,0,0,0,0,103,46,83,29,5,0,0,91,48,0,0,0,1,0,1,0,37,1,36,44,12,2,0,16,48,90,78,58,84,0,0,0,63,39,65,0,92,4,19,0,39,64,1,69,22,128,79,0,72,55,0,22,1,0,0,0,0,13,100,101,15,欠,欠,
1821136,0,1,20,100,29,100,13,0,0,49,62,1,62,3,23,0,12,110,40,71,74,0,49,89,68,67,110,16,0,0,68,93,0,3,1,119,90,1,0,0,0,1,2,10,98,16,68,13,48,0,11,5,17,154,167,62,0,0,0,1,85,83,0,0,48,88,64,93,54,6,82,61,68,139,167,83,79,38,27,165,125,8,9,0,0,0,0,0,0,2,欠,
1821137,116,66,92,87,59,48,43,62,67,37,54,58,56,37,63,88,54,49,70,52,81,26,0,1,2,0,1,15,5,0,1,1,1,3,1,0,0,1,0,0,2,0,4,22,7,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,4,1,0,0,2,0,5,0,0,0,0,0,21,16,0,0,0,2,0,0,0,6,0,44,欠,欠,欠,欠,
1821138,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,93,181,139,0,0,0,0,0,116,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,172,171,66,0,0,0,0,0,0,0,0,0,107,176,78,83,0,34,0,0,0,0,0,0,0,0,103,147,57,0,3,0,7,146,23,0,0,0,0,0,173,180,41,0,0,0,0,0,0,87,欠,欠,欠,欠,
1821139,欠,欠,欠,欠,欠,欠,欠,欠,欠,35,98,3,85,4,17,1,16,111,0,3,94,7,1,57,95,1,21,1,34,31,62,86,4,12,30,142,1,3,0,1,9,3,0,0,35,4,38,6,51,18,118,178,12,51,21,13,0,0,0,0,103,0,72,5,80,7,2,45,3,108,1,75,2,160,92,0,31,47,1,1,0,30,19,欠,135,87,106,8,0,0,欠,
1821140,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,
1821141,欠,12,4,0,0,15,29,欠,欠,欠,137,2,73,45,42,0,0,157,0,0,104,2,8,118,121,88,59,19,0,0,103,74,6,0,7,189,12,0,11,0,0,0,0,75,6,0,0,91,9,1,72,172,48,36,1,1,0,19,169,102,欠,欠,135,24,151,96,0,29,65,36,32,52,79,0,47,127,123,152,11,57,40,10,10,44,欠,欠,8,34,0,0,欠,
1821142,欠,欠,欠,3,0,0,0,1,0,45,88,0,60,0,0,0,59,62,0,0,95,0,0,0,0,6,76,58,83,0,92,0,0,0,0,66,64,0,8,0,0,0,0,0,30,44,10,0,0,0,64,38,67,欠,64,94,72,119,51,0,0,80,68,0,65,37,0,19,0,71,0,66,5,124,106,0,71,16,0,1,0,28,86,96,79,89,68,0,1,欠,欠,
1821143,0,0,0,5,0,2,0,29,0,3,131,0,0,92,0,21,65,46,87,1,0,90,1,61,101,欠,119,103,14,0,63,49,3,0,0,59,8,40,92,0,0,5,0,11,51,10,2,102,28,1,91,142,198,1,0,0,33,0,0,3,0,32,34,0,59,139,1,15,0,95,46,87,5,178,153,0,61,86,103,28,0,0,26,82,38,184,60,2,0,欠,欠,
1821145,欠,欠,12,0,0,0,0,0,0,40,113,0,46,29,0,0,120,24,0,40,71,0,0,4,0,0,0,96,29,0,73,32,0,0,42,117,57,0,0,0,2,0,0,0,15,28,16,87,75,0,28,0,0,0,0,0,0,31,98,144,121,0,72,54,54,0,0,0,14,90,60,81,104,139,10,0,0,67,39,0,0,9,0,0,1,107,131,15,3,欠,欠,
1821147,欠,欠,欠,5,64,0,0,0,23,0,107,90,59,0,1,2,28,97,63,0,46,85,43,48,40,25,68,79,43,41,52,83,16,2,0,40,96,73,0,0,0,20,1,0,31,0,0,35,85,4,76,86,95,78,86,115,0,0,3,0,56,57,21,58,46,56,5,11,2,45,116,64,35,97,120,42,15,103,80,45,90,67,102,103,34,0,17,25,0,欠,欠,
1821148,欠,欠,欠,欠,欠,3,70,0,0,137,131,11,46,27,11,0,0,122,0,19,150,2,0,0,146,0,0,0,0,0,22,86,0,1,76,102,0,4,0,4,0,0,1,0,66,10,0,89,0,148,88,0,0,0,0,0,0,0,2,0,83,23,38,32,40,0,0,13,0,48,26,0,45,16,0,107,234,145,4,3,1,0,168,欠,20,0,0,0,欠,欠,欠,
1821150,欠,欠,欠,欠,欠,欠,欠,12,0,欠,4,欠,78,0,0,欠,79,86,0,0,116,47,0,37,102,14,35,121,60,0,0,45,75,4,0,92,92,0,5,0,0,0,0,7,71,0,56,0,63,4,9,112,111,7,0,0,0,103,41,0,92,0,81,35,0,0,0,15,18,76,0,111,73,160,31,0,143,0,0,4,13,114,108,113,114,欠,欠,欠,欠,欠,欠,
1821152,0,0,0,5,0,0,4,66,3,98,37,3,99,0,2,0,68,86,25,6,118,0,33,50,64,75,74,88,37,0,106,15,2,0,2,149,14,2,6,0,1,0,2,34,5,40,2,53,4,8,42,112,109,104,89,100,2,3,2,0,91,16,80,5,76,0,13,0,41,98,2,57,41,186,54,0,68,52,1,0,3,14,11,67,112,57,63,0,0,欠,欠,
1821154,欠,欠,欠,欠,欠,欠,欠,欠,5,115,7,31,26,0,0,0,83,56,0,12,118,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,欠,欠,
1821155,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,
1821156,欠,欠,欠,欠,欠,欠,0,3,0,0,81,43,63,13,0,6,44,122,0,0,80,32,0,0,0,0,0,0,0,108,103,59,0,0,1,62,125,9,5,0,0,3,0,0,38,0,41,12,46,0,0,0,0,13,0,0,0,53,83,106,4,83,30,76,20,66,18,0,0,0,0,0,0,7,106,126,41,56,0,15,32,0,0,36,18,0,109,欠,欠,欠,欠,
1821158,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,82,65,137,155,110,110,0,9,欠,0,0,0,81,114,28,129,1,1,0,37,99,87,0,0,0,1,欠,14,55,0,24,39,89,14,0,54,87,55,17,0,0,0,72,142,59,109,12,97,93,0,2,17,0,53,108,132,0,104,158,149,67,54,86,1,0,3,20,53,52,80,92,130,欠,欠,欠,欠,
1821159,欠,欠,欠,欠,欠,欠,欠,1,0,114,28,71,20,0,1,19,116,0,0,24,79,1,0,86,74,115,40,0,0,25,112,0,4,0,25,160,0,0,10,1,4,1,8,4,39,34,2,69,72,105,114,129,8,0,0,0,0,0,40,78,75,0,63,2,78,0,16,0,19,80,5,58,73,151,0,1,15,96,94,112,105,116,104,80,20,63,82,3,49,欠,欠,
1821160,欠,欠,欠,4,0,0,0,0,1,150,0,65,8,0,3,21,123,0,0,95,42,0,43,120,47,6,0,1,0,33,78,0,1,0,117,17,1,0,0,3,0,0,0,0,36,44,0,75,0,119,114,121,0,0,0,0,2,0,0,11,99,61,44,120,10,6,11,0,111,0,86,0,150,158,3,0,115,0,24,98,80,113,120,55,63,42,0,0,欠,欠,欠,
1821162,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,欠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,欠,
1821163,0,0,0,0,0,0,0,0,0,75,64,2,84,0,1,3,117,47,0,0,0,0,0,3,159,57,0,0,0,0,37,102,32,176,48,145,0,0,10,0,0,0,0,0,0,0,0,0,0,49,121,3,0,0,0,0,0,111,109,0,115,16,102,0,100,0,18,0,0,81,0,59,38,209,83,0,54,76,0,0,0,0,0,0,0,0,26,187,欠,欠,欠,
1821166,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,
7699990,欠,欠,7,3,18,0,0,4,4,2,3,6,0,3,12,0,6,0,2,6,0,2,0,0,0,0,3,2,0,8,0,0,6,0,2,3,0,2,0,3,6,2,3,0,12,4,2,3,3,1,4,0,3,25,27,31,2,0,3,3,0,2,2,2,7,0,2,5,0,6,15,0,0,2,3,6,1,3,25,0,5,0,0,2,0,0,0,6,12,0,欠,
999998,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,
