操作数
06:00,06:01,06:02,06:03,06:04,06:05,06:06,06:07,06:08,06:09,06:10,06:11,06:12,06:13,06:14,06:15,06:16,06:17,06:18,06:19,06:20,06:21,06:22,06:23,06:24,06:25,06:26,06:27,06:28,06:29,06:30,06:31,06:32,06:33,06:34,06:35,06:36,06:37,06:38,06:39,06:40,06:41,06:42,06:43,06:44,06:45,06:46,06:47,06:48,06:49,06:50,06:51,06:52,06:53,06:54,06:55,06:56,06:57,06:58,06:59,07:00,07:01,07:02,07:03,07:04,07:05,07:06,07:07,07:08,07:09,07:10,07:11,07:12,07:13,07:14,07:15,07:16,07:17,07:18,07:19,07:20,07:21,07:22,07:23,07:24,07:25,07:26,07:27,07:28,07:29,07:30,
1821123,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,9,9,11,11,11,11,11,11,11,13,13,13,13,13,15,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,18,19,20,19,19,21,22,22,23,23,24,24,24,24,25,27,27,27,27,27,24,27,27,24,27,27,27,27,欠,欠,
1821127,1,1,1,1,1,1,欠,4,4,4,5,5,5,5,5,5,6,7,7,7,7,7,7,7,8,8,8,8,9,9,11,11,11,11,11,11,14,14,14,14,14,13,11,14,15,15,16,16,17,11,17,欠,17,17,17,17,17,17,17,18,18,19,19,19,20,20,21,21,22,22,22,23,24,24,25,25,25,27,27,27,27,27,27,24,24,27,27,27,欠,欠,欠,
1821129,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,11,4,4,5,6,7,欠,8,22,14,9,16,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,19,20,22,20,21,22,22,23,23,23,23,23,24,25,24,24,25,27,27,27,27,27,27,27,欠,欠,欠,欠,欠,
1821130,欠,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,7,7,8,8,8,8,6,8,9,9,9,9,10,10,10,11,11,11,12,12,14,14,14,14,14,14,16,16,17,17,17,17,16,17,17,17,17,18,18,18,18,19,19,20,20,20,欠,22,22,23,23,23,24,24,24,25,25,26,22,20,27,27,25,27,27,27,27,27,27,欠,欠,
1821131,欠,欠,欠,欠,欠,欠,欠,欠,4,4,4,5,6,6,6,6,6,6,7,7,7,8,8,8,8,8,9,9,9,9,9,9,11,11,11,11,11,14,15,17,17,17,17,17,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,19,19,19,20,22,20,22,22,23,23,24,24,25,25,25,25,25,27,27,27,27,27,27,27,27,27,27,欠,欠,
1821132,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,7,7,7,7,8,7,8,8,8,8,8,8,8,9,10,10,11,11,11,14,14,14,14,14,14,14,14,14,15,16,16,17,17,15,17,18,18,18,18,18,18,18,18,18,18,20,20,20,21,21,22,22,23,23,23,23,24,25,25,25,25,25,27,27,27,27,27,24,24,27,21,21,欠,欠,欠,
1821133,欠,欠,欠,欠,欠,欠,4,4,4,4,5,5,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,9,9,9,11,11,11,11,11,14,14,14,14,14,14,14,14,15,15,16,16,17,16,19,6,17,17,17,17,17,9,18,18,19,19,19,20,21,21,22,22,22,23,23,24,24,24,25,25,欠,26,27,27,27,24,27,27,27,27,27,欠,欠,欠,欠,
1821134,欠,欠,4,4,4,4,3,4,4,4,5,5,6,6,6,6,6,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,10,10,10,11,12,12,12,12,13,13,14,14,14,15,16,16,17,17,17,17,11,17,17,17,18,18,18,18,18,19,20,20,20,21,22,22,22,22,21,23,24,24,25,25,25,25,25,27,27,27,27,27,27,27,27,27,27,欠,欠,
1821136,1,1,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,10,11,11,12,12,12,12,12,13,14,14,14,15,15,16,17,17,14,11,16,17,17,18,18,18,18,18,18,18,18,18,20,20,21,22,22,23,24,24,24,24,24,25,25,25,27,27,27,22,27,27,27,27,27,27,27,27,欠,
1821137,6,7,8,8,11,15,17,17,17,17,19,22,23,27,24,24,25,27,27,20,14,24,24,25,27,27,27,16,17,17,18,19,20,23,24,24,24,25,25,25,27,27,25,9,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,20,19,20,20,20,21,21,23,23,23,23,23,23,13,25,25,25,25,27,27,27,27,27,27,12,欠,欠,欠,欠,
1821138,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,4,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,15,15,15,15,15,15,15,15,15,15,17,17,18,18,18,18,18,18,18,18,18,18,18,18,19,20,22,22,20,20,20,23,24,24,24,24,24,24,24,25,27,27,27,27,27,27,27,27,欠,欠,欠,欠,
1821139,欠,欠,欠,欠,欠,欠,欠,欠,欠,4,4,5,5,5,5,5,6,6,6,5,7,7,7,8,8,8,8,8,15,8,9,10,10,10,10,11,11,11,11,12,12,13,13,13,14,15,15,16,16,17,17,17,18,17,21,18,18,18,18,18,18,18,19,19,20,20,21,21,21,22,22,23,24,24,24,24,25,25,26,26,26,27,16,欠,27,27,27,23,23,23,欠,
1821140,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,
1821141,欠,4,4,4,4,6,1,欠,欠,欠,5,5,6,6,4,4,4,7,7,7,8,8,8,8,6,8,7,8,8,8,9,10,26,26,24,14,14,14,14,14,14,14,14,15,15,15,15,16,17,17,2124234,23,15,27,27,27,27,10,17,18,欠,欠,19,18,18,21,21,27,27,27,27,27,27,27,27,27,25,27,27,27,24,27,27,27,欠,欠,5,27,27,27,欠,
1821142,欠,欠,欠,2,2,2,2,3,3,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,7,7,8,7,8,8,9,9,9,9,9,11,11,11,12,12,12,12,12,12,14,15,15,15,15,15,16,16,9,欠,11,16,17,17,18,18,18,19,19,19,20,20,20,21,21,22,22,23,24,24,24,24,25,25,25,26,26,27,23,26,27,27,27,27,27,欠,欠,
1821143,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,7,7,7,8,8,4,5,欠,8,8,9,9,9,10,11,11,11,11,11,11,12,12,12,14,14,14,15,15,15,16,16,17,17,17,18,18,18,18,18,18,18,18,18,18,19,19,19,21,21,22,22,22,23,24,24,24,25,25,25,27,27,27,27,27,27,27,27,27,27,27,27,欠,欠,
1821145,欠,欠,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,10,10,10,11,11,12,12,12,12,13,13,13,13,14,14,15,15,16,16,17,17,17,17,17,17,17,17,17,18,18,18,19,20,20,20,20,20,21,22,23,23,24,24,24,24,24,25,25,25,25,27,27,27,27,27,27,22,23,欠,欠,
1821147,欠,欠,欠,4,27,27,27,27,4,4,4,5,6,6,6,6,6,6,7,7,7,8,6,6,7,8,7,5,6,9,9,9,10,10,10,11,11,12,12,12,12,14,13,13,15,15,15,16,16,17,17,11,17,17,17,17,17,17,18,18,18,18,19,19,20,20,21,21,22,22,23,23,23,24,24,24,25,25,27,27,23,27,26,27,27,27,17,27,27,欠,欠,
1821148,欠,欠,欠,欠,欠,4,4,4,4,4,5,5,6,6,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,9,9,9,10,11,11,11,11,11,13,13,13,13,13,14,15,15,16,16,17,17,17,17,17,17,17,17,17,18,18,18,19,20,20,20,20,20,22,22,22,22,22,23,23,23,24,25,26,25,26,27,27,27,欠,20,20,20,20,欠,欠,欠,
1821150,欠,欠,欠,欠,欠,欠,欠,4,4,欠,5,欠,6,6,6,欠,6,7,7,7,7,7,7,8,7,8,8,8,9,9,9,9,8,11,11,11,11,11,13,13,13,13,13,14,15,15,16,16,17,14,12,17,15,14,14,14,14,17,17,17,19,19,20,21,21,21,21,22,22,23,23,24,24,24,24,24,25,25,25,27,27,27,27,26,27,欠,欠,欠,欠,欠,欠,
1821152,2,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,6,6,7,7,7,7,8,8,4,6,8,8,8,8,9,9,10,10,11,11,11,11,12,12,13,13,13,14,14,15,15,16,16,16,14,12,17,14,9,17,17,17,17,17,18,19,19,20,20,20,21,21,22,22,23,23,24,24,24,24,25,25,26,26,27,18,27,21,24,27,27,27,27,欠,欠,
1821154,欠,欠,欠,欠,欠,欠,欠,欠,3,4,5,5,5,5,5,5,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,欠,欠,
1821155,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,
1821156,欠,欠,欠,欠,欠,欠,1,4,4,4,4,5,5,6,6,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,9,10,10,10,11,11,11,14,11,11,11,14,14,14,15,15,16,16,17,17,17,17,17,17,17,17,17,17,17,17,18,18,19,20,20,21,22,22,22,22,22,22,22,24,24,26,25,27,27,27,27,27,27,26,27,27,27,欠,欠,欠,欠,
1821158,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,4,7,7,7,8,欠,8,8,8,8,8,9,9,9,10,10,11,11,12,12,12,12,13,欠,14,15,15,15,15,16,17,17,17,16,17,17,17,17,17,17,17,18,18,18,20,21,21,21,22,22,22,22,23,23,24,24,24,25,25,27,26,26,27,25,25,21,27,27,27,欠,欠,欠,欠,
1821159,欠,欠,欠,欠,欠,欠,欠,1,1,4,4,6,5,5,6,6,6,6,6,7,7,7,7,8,8,8,8,8,8,9,9,9,10,10,11,11,11,11,12,13,13,14,14,14,15,15,15,17,17,17,17,17,17,17,17,17,17,17,19,21,18,18,19,20,20,20,21,21,22,22,23,23,24,24,24,25,25,25,26,22,27,27,24,27,27,24,27,27,27,欠,欠,
1821160,欠,欠,欠,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,8,6,4,8,8,9,9,9,9,9,10,10,11,11,12,12,12,13,13,13,13,13,15,15,15,16,16,17,17,17,17,17,17,17,17,17,17,18,18,19,19,20,20,21,21,21,22,22,23,23,24,24,24,24,25,25,27,24,19,27,25,27,27,27,27,27,欠,欠,欠,
1821162,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,欠,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,欠,
1821163,1,1,1,1,1,1,1,1,1,4,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,9,9,8,11,11,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,18,18,18,19,20,20,21,21,22,22,22,23,23,24,24,24,25,25,25,27,27,27,27,27,27,27,27,27,27,27,欠,欠,欠,
1821166,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,
7699990,欠,欠,2,2,17,17,17,15,15,15,15,15,15,15,4,4,6,6,7,6,6,7,7,7,7,7,7,8,8,9,9,9,10,10,11,11,11,12,12,12,13,14,14,14,14,15,16,16,16,17,17,17,17,17,4,17,18,18,18,18,18,19,20,21,20,20,20,21,21,21,24,24,24,25,26,24,24,24,25,25,27,27,27,26,26,26,26,24,27,27,欠,
999998,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,欠,
